"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GNI","TOT","USD_CAP","A","2013",48223.000169,
"DNK","GNI","TOT","USD_CAP","A","2014",49648.01783,
"DNK","GNI","TOT","USD_CAP","A","2015",50564.074167,
"DNK","GNI","TOT","USD_CAP","A","2016",53244.41556,
"DNK","GNI","TOT","USD_CAP","A","2017",56568.221029,
"DNK","GNI","TOT","USD_CAP","A","2018",59076.193546,
"DNK","GNI","TOT","USD_CAP","A","2019",60370.306065,
"FIN","GNI","TOT","USD_CAP","A","2011",41073.289406,
"FIN","GNI","TOT","USD_CAP","A","2012",41063.966306,
"FIN","GNI","TOT","USD_CAP","A","2013",41663.300112,
"FIN","GNI","TOT","USD_CAP","A","2014",42167.773015,
"FIN","GNI","TOT","USD_CAP","A","2015",42908.108009,
"FIN","GNI","TOT","USD_CAP","A","2016",45139.000715,
"FIN","GNI","TOT","USD_CAP","A","2017",47594.023853,
"FIN","GNI","TOT","USD_CAP","A","2018",49773.704469,
"FIN","GNI","TOT","USD_CAP","A","2019",50576.28927,
"FRA","GNI","TOT","USD_CAP","A","2011",38443.508014,
"FRA","GNI","TOT","USD_CAP","A","2012",38508.150438,
"FRA","GNI","TOT","USD_CAP","A","2013",40413.873486,
"FRA","GNI","TOT","USD_CAP","A","2014",41014.141707,
"FRA","GNI","TOT","USD_CAP","A","2015",41711.649419,
"FRA","GNI","TOT","USD_CAP","A","2016",43762.504542,
"FRA","GNI","TOT","USD_CAP","A","2017",45450.131699,
"FRA","GNI","TOT","USD_CAP","A","2018",47450.588265,
"FRA","GNI","TOT","USD_CAP","A","2019",49847.164637,"P"
"DEU","GNI","TOT","USD_CAP","A","2011",43630.88959,
"DEU","GNI","TOT","USD_CAP","A","2012",44399.894585,
"DEU","GNI","TOT","USD_CAP","A","2013",46035.531279,
"DEU","GNI","TOT","USD_CAP","A","2014",47953.166499,
"DEU","GNI","TOT","USD_CAP","A","2015",48694.521665,
"DEU","GNI","TOT","USD_CAP","A","2016",51834.217115,
"DEU","GNI","TOT","USD_CAP","A","2017",54335.986153,
"DEU","GNI","TOT","USD_CAP","A","2018",57011.656302,"P"
"DEU","GNI","TOT","USD_CAP","A","2019",57457.256169,"P"
"GRC","GNI","TOT","USD_CAP","A","2011",24959.67967,
"GRC","GNI","TOT","USD_CAP","A","2012",25119.501085,
"GRC","GNI","TOT","USD_CAP","A","2013",25985.619839,
"GRC","GNI","TOT","USD_CAP","A","2014",26798.023834,
"GRC","GNI","TOT","USD_CAP","A","2015",26738.367001,
"GRC","GNI","TOT","USD_CAP","A","2016",27377.763883,
"GRC","GNI","TOT","USD_CAP","A","2017",28461.387893,
"GRC","GNI","TOT","USD_CAP","A","2018",29290.96995,"P"
"GRC","GNI","TOT","USD_CAP","A","2019",30080.364978,"P"
"HUN","GNI","TOT","USD_CAP","A","2011",21923.584794,
"HUN","GNI","TOT","USD_CAP","A","2012",22290.14535,
"HUN","GNI","TOT","USD_CAP","A","2013",23842.681531,
"HUN","GNI","TOT","USD_CAP","A","2014",24540.199086,
"HUN","GNI","TOT","USD_CAP","A","2015",25523.830531,
"HUN","GNI","TOT","USD_CAP","A","2016",27194.021272,
"HUN","GNI","TOT","USD_CAP","A","2017",28307.730235,
"HUN","GNI","TOT","USD_CAP","A","2018",30663.270959,
"HUN","GNI","TOT","USD_CAP","A","2019",32633.20268,
"IRL","GNI","TOT","USD_CAP","A","2011",36603.599192,
"IRL","GNI","TOT","USD_CAP","A","2012",37409.350232,
"IRL","GNI","TOT","USD_CAP","A","2013",40376.841241,
"IRL","GNI","TOT","USD_CAP","A","2014",43187.900476,
"IRL","GNI","TOT","USD_CAP","A","2015",53128.671348,
"IRL","GNI","TOT","USD_CAP","A","2016",58315.403299,
"IRL","GNI","TOT","USD_CAP","A","2017",61795.152924,
"IRL","GNI","TOT","USD_CAP","A","2018",65578.596918,
"IRL","GNI","TOT","USD_CAP","A","2019",67915.580644,
"ITA","GNI","TOT","USD_CAP","A","2011",36111.761596,
"ITA","GNI","TOT","USD_CAP","A","2012",36047.256219,
"ITA","GNI","TOT","USD_CAP","A","2013",36205.070744,
"ITA","GNI","TOT","USD_CAP","A","2014",36479.16103,
"ITA","GNI","TOT","USD_CAP","A","2015",36949.114765,
"ITA","GNI","TOT","USD_CAP","A","2016",40382.83685,
"ITA","GNI","TOT","USD_CAP","A","2017",42185.381875,
"ITA","GNI","TOT","USD_CAP","A","2018",43907.296779,
"ITA","GNI","TOT","USD_CAP","A","2019",44751.956951,
"JPN","GNI","TOT","USD_CAP","A","2011",37268.079393,
"JPN","GNI","TOT","USD_CAP","A","2012",38667.565654,
"JPN","GNI","TOT","USD_CAP","A","2013",40793.102853,
"JPN","GNI","TOT","USD_CAP","A","2014",41030.245258,
"JPN","GNI","TOT","USD_CAP","A","2015",42517.920827,
"JPN","GNI","TOT","USD_CAP","A","2016",42056.981946,
"JPN","GNI","TOT","USD_CAP","A","2017",43067.651469,
"JPN","GNI","TOT","USD_CAP","A","2018",43855.526082,
"JPN","GNI","TOT","USD_CAP","A","2019",44096.499904,
"KOR","GNI","TOT","USD_CAP","A","2011",32747.982515,
"KOR","GNI","TOT","USD_CAP","A","2012",33907.928277,
"KOR","GNI","TOT","USD_CAP","A","2013",34462.50267,
"KOR","GNI","TOT","USD_CAP","A","2014",35495.22574,
"KOR","GNI","TOT","USD_CAP","A","2015",38020.917596,
"KOR","GNI","TOT","USD_CAP","A","2016",39719.980511,
"KOR","GNI","TOT","USD_CAP","A","2017",41124.298005,
"KOR","GNI","TOT","USD_CAP","A","2018",43199.275971,
"KOR","GNI","TOT","USD_CAP","A","2019",43416.31438,
"LUX","GNI","TOT","USD_CAP","A","2011",65354.730794,
"LUX","GNI","TOT","USD_CAP","A","2012",74151.174167,
"LUX","GNI","TOT","USD_CAP","A","2013",72147.053576,
"LUX","GNI","TOT","USD_CAP","A","2014",76212.565294,
"LUX","GNI","TOT","USD_CAP","A","2015",69436.001203,
"LUX","GNI","TOT","USD_CAP","A","2016",74845.970828,
"LUX","GNI","TOT","USD_CAP","A","2017",82208.694093,
"LUX","GNI","TOT","USD_CAP","A","2018",82700.158643,
"LUX","GNI","TOT","USD_CAP","A","2019",77497.1961,
"MEX","GNI","TOT","USD_CAP","A","2011",16283.88277,
"MEX","GNI","TOT","USD_CAP","A","2012",16887.38043,
"MEX","GNI","TOT","USD_CAP","A","2013",16953.790585,
"MEX","GNI","TOT","USD_CAP","A","2014",17732.104942,
"MEX","GNI","TOT","USD_CAP","A","2015",17978.182278,
"MEX","GNI","TOT","USD_CAP","A","2016",18993.040667,
"MEX","GNI","TOT","USD_CAP","A","2017",19429.289304,
"MEX","GNI","TOT","USD_CAP","A","2018",19804.345813,
"MEX","GNI","TOT","USD_CAP","A","2019",19736.101478,
"NLD","GNI","TOT","USD_CAP","A","2011",47253.048015,
"NLD","GNI","TOT","USD_CAP","A","2012",48084.17623,
"NLD","GNI","TOT","USD_CAP","A","2013",49912.093692,
"NLD","GNI","TOT","USD_CAP","A","2014",49113.805529,
"NLD","GNI","TOT","USD_CAP","A","2015",50329.093196,
"NLD","GNI","TOT","USD_CAP","A","2016",51519.019259,
"NLD","GNI","TOT","USD_CAP","A","2017",55508.045099,
"NLD","GNI","TOT","USD_CAP","A","2018",58487.713375,
"NLD","GNI","TOT","USD_CAP","A","2019",59250.024147,"P"
"NZL","GNI","TOT","USD_CAP","A","2011",31158.682948,
"NZL","GNI","TOT","USD_CAP","A","2012",31546.743451,
"NZL","GNI","TOT","USD_CAP","A","2013",34662.657787,
"NZL","GNI","TOT","USD_CAP","A","2014",35590.980062,
"NZL","GNI","TOT","USD_CAP","A","2015",36011.269603,
"NZL","GNI","TOT","USD_CAP","A","2016",38418.254599,
"NZL","GNI","TOT","USD_CAP","A","2017",40429.60236,
"NZL","GNI","TOT","USD_CAP","A","2018",40805.965843,
"NZL","GNI","TOT","USD_CAP","A","2019",44132.440973,
"NOR","GNI","TOT","USD_CAP","A","2011",62673.176118,
"NOR","GNI","TOT","USD_CAP","A","2012",65903.792673,
"NOR","GNI","TOT","USD_CAP","A","2013",67669.772953,
"NOR","GNI","TOT","USD_CAP","A","2014",67979.759869,
"NOR","GNI","TOT","USD_CAP","A","2015",62860.798477,
"NOR","GNI","TOT","USD_CAP","A","2016",61501.170408,
"NOR","GNI","TOT","USD_CAP","A","2017",66403.143061,
"NOR","GNI","TOT","USD_CAP","A","2018",72429.705766,
"NOR","GNI","TOT","USD_CAP","A","2019",68855.887714,
"POL","GNI","TOT","USD_CAP","A","2011",21741.069502,
"POL","GNI","TOT","USD_CAP","A","2012",22577.19152,
"POL","GNI","TOT","USD_CAP","A","2013",23452.910901,
"POL","GNI","TOT","USD_CAP","A","2014",24220.71827,
"POL","GNI","TOT","USD_CAP","A","2015",25567.761384,
"POL","GNI","TOT","USD_CAP","A","2016",26883.339163,
"POL","GNI","TOT","USD_CAP","A","2017",28481.706533,
"POL","GNI","TOT","USD_CAP","A","2018",30282.954046,
"POL","GNI","TOT","USD_CAP","A","2019",32056.876071,
"PRT","GNI","TOT","USD_CAP","A","2011",26335.67418,
"PRT","GNI","TOT","USD_CAP","A","2012",25812.299436,
"PRT","GNI","TOT","USD_CAP","A","2013",27562.555251,
"PRT","GNI","TOT","USD_CAP","A","2014",28154.273553,
"PRT","GNI","TOT","USD_CAP","A","2015",28865.215742,
"PRT","GNI","TOT","USD_CAP","A","2016",30839.796167,
"PRT","GNI","TOT","USD_CAP","A","2017",32269.025353,
"PRT","GNI","TOT","USD_CAP","A","2018",34075.601394,
"PRT","GNI","TOT","USD_CAP","A","2019",35232.339125,
"SVK","GNI","TOT","USD_CAP","A","2011",25239.582274,
"SVK","GNI","TOT","USD_CAP","A","2012",26444.315303,
"SVK","GNI","TOT","USD_CAP","A","2013",27711.147925,
"SVK","GNI","TOT","USD_CAP","A","2014",28602.502394,
"SVK","GNI","TOT","USD_CAP","A","2015",29238.074746,
"SVK","GNI","TOT","USD_CAP","A","2016",28857.11544,
"SVK","GNI","TOT","USD_CAP","A","2017",29521.051643,
"SVK","GNI","TOT","USD_CAP","A","2018",30792.255649,
"SVK","GNI","TOT","USD_CAP","A","2019",31416.207192,
"ESP","GNI","TOT","USD_CAP","A","2011",31309.918258,
"ESP","GNI","TOT","USD_CAP","A","2012",31470.889597,
"ESP","GNI","TOT","USD_CAP","A","2013",32235.937123,
"ESP","GNI","TOT","USD_CAP","A","2014",33421.374885,
"ESP","GNI","TOT","USD_CAP","A","2015",34921.365455,
"ESP","GNI","TOT","USD_CAP","A","2016",37405.8269,
"ESP","GNI","TOT","USD_CAP","A","2017",39594.938954,
"ESP","GNI","TOT","USD_CAP","A","2018",40815.009464,
"ESP","GNI","TOT","USD_CAP","A","2019",41811.311537,"P"
"SWE","GNI","TOT","USD_CAP","A","2011",45519.61439,
"SWE","GNI","TOT","USD_CAP","A","2012",46472.577253,
"SWE","GNI","TOT","USD_CAP","A","2013",47352.417031,
"SWE","GNI","TOT","USD_CAP","A","2014",48180.628933,
"SWE","GNI","TOT","USD_CAP","A","2015",49495.024665,
"SWE","GNI","TOT","USD_CAP","A","2016",50721.159763,
"SWE","GNI","TOT","USD_CAP","A","2017",52849.50496,
"SWE","GNI","TOT","USD_CAP","A","2018",54575.883105,
"SWE","GNI","TOT","USD_CAP","A","2019",56200.657968,
"CHE","GNI","TOT","USD_CAP","A","2011",58507.036543,
"CHE","GNI","TOT","USD_CAP","A","2012",61142.276086,
"CHE","GNI","TOT","USD_CAP","A","2013",63434.005251,
"CHE","GNI","TOT","USD_CAP","A","2014",64214.182773,
"CHE","GNI","TOT","USD_CAP","A","2015",66832.817807,
"CHE","GNI","TOT","USD_CAP","A","2016",67818.700659,
"CHE","GNI","TOT","USD_CAP","A","2017",68167.800694,
"CHE","GNI","TOT","USD_CAP","A","2018",68795.048231,
"CHE","GNI","TOT","USD_CAP","A","2019",69444.518955,"P"
"GBR","GNI","TOT","USD_CAP","A","2011",37493.468051,
"GBR","GNI","TOT","USD_CAP","A","2012",38113.894722,
"GBR","GNI","TOT","USD_CAP","A","2013",39417.031186,
"GBR","GNI","TOT","USD_CAP","A","2014",40722.910027,
"GBR","GNI","TOT","USD_CAP","A","2015",41893.550867,
"GBR","GNI","TOT","USD_CAP","A","2016",43492.601609,
"GBR","GNI","TOT","USD_CAP","A","2017",45784.077006,
"GBR","GNI","TOT","USD_CAP","A","2018",46922.675592,
"GBR","GNI","TOT","USD_CAP","A","2019",48786.217823,
"USA","GNI","TOT","USD_CAP","A","2011",50799.583347,
"USA","GNI","TOT","USD_CAP","A","2012",53071.158963,
"USA","GNI","TOT","USD_CAP","A","2013",54332.071046,
"USA","GNI","TOT","USD_CAP","A","2014",56626.925817,
"USA","GNI","TOT","USD_CAP","A","2015",58148.530154,
"USA","GNI","TOT","USD_CAP","A","2016",58853.041283,
"USA","GNI","TOT","USD_CAP","A","2017",61168.04932,
"USA","GNI","TOT","USD_CAP","A","2018",64067.417242,
"USA","GNI","TOT","USD_CAP","A","2019",66078.739343,
"CHL","GNI","TOT","USD_CAP","A","2011",18855.244124,
"CHL","GNI","TOT","USD_CAP","A","2012",20324.547473,
"CHL","GNI","TOT","USD_CAP","A","2013",21221.914262,
"CHL","GNI","TOT","USD_CAP","A","2014",21818.644256,
"CHL","GNI","TOT","USD_CAP","A","2015",21922.842841,
"CHL","GNI","TOT","USD_CAP","A","2016",22621.061945,
"CHL","GNI","TOT","USD_CAP","A","2017",23392.78747,
"CHL","GNI","TOT","USD_CAP","A","2018",24496.528536,
"CHL","GNI","TOT","USD_CAP","A","2019",24366.509713,
"COL","GNI","TOT","USD_CAP","A","2011",11229.495725,
"COL","GNI","TOT","USD_CAP","A","2012",11651.747586,
"COL","GNI","TOT","USD_CAP","A","2013",12356.907349,
"COL","GNI","TOT","USD_CAP","A","2014",12986.196884,
"COL","GNI","TOT","USD_CAP","A","2015",13156.833954,
"COL","GNI","TOT","USD_CAP","A","2016",13899.258101,
"COL","GNI","TOT","USD_CAP","A","2017",14231.909714,
"COL","GNI","TOT","USD_CAP","A","2018",15056.828658,
"COL","GNI","TOT","USD_CAP","A","2019",15778.791315,
"EST","GNI","TOT","USD_CAP","A","2011",23263.41164,
"EST","GNI","TOT","USD_CAP","A","2012",24870.378688,
"EST","GNI","TOT","USD_CAP","A","2013",26754.804418,
"EST","GNI","TOT","USD_CAP","A","2014",28095.043441,
"EST","GNI","TOT","USD_CAP","A","2015",28581.020788,
"EST","GNI","TOT","USD_CAP","A","2016",30613.618111,
"EST","GNI","TOT","USD_CAP","A","2017",33034.787039,
"EST","GNI","TOT","USD_CAP","A","2018",35564.923942,
"EST","GNI","TOT","USD_CAP","A","2019",37201.931967,
"ISR","GNI","TOT","USD_CAP","A","2011",30235.352068,
"ISR","GNI","TOT","USD_CAP","A","2012",31042.886714,
"ISR","GNI","TOT","USD_CAP","A","2013",33644.809378,
"ISR","GNI","TOT","USD_CAP","A","2014",34173.795962,
"ISR","GNI","TOT","USD_CAP","A","2015",35178.249924,
"ISR","GNI","TOT","USD_CAP","A","2016",37512.085337,
"ISR","GNI","TOT","USD_CAP","A","2017",38940.287602,
"ISR","GNI","TOT","USD_CAP","A","2018",39884.882364,
"ISR","GNI","TOT","USD_CAP","A","2019",39794.222356,
"SVN","GNI","TOT","USD_CAP","A","2011",28538.672244,
"SVN","GNI","TOT","USD_CAP","A","2012",28595.403683,
"SVN","GNI","TOT","USD_CAP","A","2013",29578.422706,
"SVN","GNI","TOT","USD_CAP","A","2014",30589.399914,
"SVN","GNI","TOT","USD_CAP","A","2015",30656.234899,
"SVN","GNI","TOT","USD_CAP","A","2016",33082.443588,
"SVN","GNI","TOT","USD_CAP","A","2017",35859.401026,
"SVN","GNI","TOT","USD_CAP","A","2018",38417.863043,
"SVN","GNI","TOT","USD_CAP","A","2019",40043.103372,
"OECD","GNI","TOT","USD_CAP","A","2011",36106.90492,"E"
"OECD","GNI","TOT","USD_CAP","A","2012",37206.321849,"E"
"OECD","GNI","TOT","USD_CAP","A","2013",38493.619187,"E"
"OECD","GNI","TOT","USD_CAP","A","2014",39717.298666,"E"
"OECD","GNI","TOT","USD_CAP","A","2015",40770.674864,"E"
"OECD","GNI","TOT","USD_CAP","A","2016",42079.854305,"E"
"OECD","GNI","TOT","USD_CAP","A","2017",43763.95094,"E"
"LVA","GNI","TOT","USD_CAP","A","2011",19236.09627,
"LVA","GNI","TOT","USD_CAP","A","2012",21148.234097,
"LVA","GNI","TOT","USD_CAP","A","2013",22586.282931,
"LVA","GNI","TOT","USD_CAP","A","2014",23840.614799,
"LVA","GNI","TOT","USD_CAP","A","2015",24858.309449,
"LVA","GNI","TOT","USD_CAP","A","2016",26686.261747,
"LVA","GNI","TOT","USD_CAP","A","2017",28617.496769,
"LVA","GNI","TOT","USD_CAP","A","2018",30391.012454,
"LVA","GNI","TOT","USD_CAP","A","2019",31416.826555,
"LTU","GNI","TOT","USD_CAP","A","2011",22215.457506,
"LTU","GNI","TOT","USD_CAP","A","2012",23930.92831,
"LTU","GNI","TOT","USD_CAP","A","2013",26131.355549,
"LTU","GNI","TOT","USD_CAP","A","2014",27851.693958,
"LTU","GNI","TOT","USD_CAP","A","2015",27794.213845,
"LTU","GNI","TOT","USD_CAP","A","2016",29823.078462,
"LTU","GNI","TOT","USD_CAP","A","2017",32541.20675,
"LTU","GNI","TOT","USD_CAP","A","2018",35248.112864,
"LTU","GNI","TOT","USD_CAP","A","2019",37197.230496,
"CRI","GNI","TOT","USD_CAP","A","2011",13594.364476,
"CRI","GNI","TOT","USD_CAP","A","2012",14387.332428,
"CRI","GNI","TOT","USD_CAP","A","2013",14976.246332,
"CRI","GNI","TOT","USD_CAP","A","2014",15930.14377,
"CRI","GNI","TOT","USD_CAP","A","2015",16894.142731,
"CRI","GNI","TOT","USD_CAP","A","2016",18312.994063,
"CRI","GNI","TOT","USD_CAP","A","2017",19303.597979,
"CRI","GNI","TOT","USD_CAP","A","2018",20159.533304,
"CRI","GNI","TOT","USD_CAP","A","2019",21244.139491,
"TUR","GNI","TOT","USD_CAP","A","2011",19271.939073,"E"
"TUR","GNI","TOT","USD_CAP","A","2012",20311.343376,"E"
"TUR","GNI","TOT","USD_CAP","A","2013",21996.840944,"E"
"TUR","GNI","TOT","USD_CAP","A","2014",23763.576536,"E"
"TUR","GNI","TOT","USD_CAP","A","2015",25422.670086,"E"
"TUR","GNI","TOT","USD_CAP","A","2016",26218.677618,"E"
"TUR","GNI","TOT","USD_CAP","A","2017",27567.22083,"E"
